date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:59:19	35624/35624	---M-Z	200	added ('OK')	application/javascript	etag:%228b28-519b6767dce24-gzip%22	http://clinico.creaws.com/wp-content/themes/clinico/js/isotope.pkgd.min.js?ver=1	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/themes/clinico/js/isotope.pkgd.min68b3.js	(from http://clinico.creaws.com/)
11:59:19	110031/110031	---M-Z	200	added ('OK')	application/javascript	etag:%221adcf-5196596257232-gzip%22	http://clinico.creaws.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min.js?ver=4.6.93	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min9cbc.js	(from http://clinico.creaws.com/)
11:59:19	100482/100482	---M-Z	200	added ('OK')	application/javascript	etag:%2218882-51965962585d1-gzip%22	http://clinico.creaws.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.tools.min.js?ver=4.6.93	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.tools.min9cbc.js	(from http://clinico.creaws.com/)
11:59:20	6159/6159	---M-Z	200	added ('OK')	application/javascript	etag:%22180f-519b6767e37c0-gzip%22	http://clinico.creaws.com/wp-content/themes/clinico/js/retina_1.3.0.js?ver=1	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/themes/clinico/js/retina_1.3.068b3.js	(from http://clinico.creaws.com/)
11:59:20	23793/23793	---M-Z	200	added ('OK')	application/javascript	etag:%225cf1-519b6767e4733-gzip%22	http://clinico.creaws.com/wp-content/themes/clinico/js/scripts.js?ver=1	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/themes/clinico/js/scripts68b3.js	(from http://clinico.creaws.com/)
11:59:20	6949/6949	---M-Z	200	added ('OK')	application/javascript	etag:%221b25-519b6767dbe77-gzip%22	http://clinico.creaws.com/wp-content/themes/clinico/js/imagesloaded.pkgd.min.js?ver=1	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/themes/clinico/js/imagesloaded.pkgd.min68b3.js	(from http://clinico.creaws.com/)
11:59:20	48704/48704	---M-Z	200	added ('OK')	application/javascript	etag:%22be40-519b6767df536-gzip%22	http://clinico.creaws.com/wp-content/themes/clinico/js/jquery.fancybox.js?ver=1	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/themes/clinico/js/jquery.fancybox68b3.js	(from http://clinico.creaws.com/)
11:59:20	2438/2438	---M-Z	200	added ('OK')	application/javascript	etag:%22986-519b67682909c-gzip%22	http://clinico.creaws.com/wp-content/themes/clinico/woocommerce/js/woocommerce.js?ver=4.2.3	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/themes/clinico/woocommerce/js/woocommerce9c92.js	(from http://clinico.creaws.com/)
11:59:21	743/743	---M-Z	200	added ('OK')	text/xml	date:Wed,%2029%20Jul%202015%2006:29:20%20GMT	http://clinico.creaws.com/xmlrpc.php?rsd	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/xmlrpc0db0.php	(from http://clinico.creaws.com/)
11:59:21	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4fde46f46bacb%22	http://clinico.creaws.com/wp-includes/wlwmanifest.xml	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-includes/wlwmanifest.xml	(from http://clinico.creaws.com/)
11:59:22	5325/5325	---M--	200	added ('OK')	image/png	etag:%2214cd-500e430b25fd5%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/logo-2xcu9mxscr4l9272ikey2o.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/logo-2xcu9mxscr4l9272ikey2o.png	(from http://clinico.creaws.com/)
11:59:27	67797/67797	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:29:22%20GMT	http://clinico.creaws.com/news-style-2/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/news-style-2/index.html	(from http://clinico.creaws.com/)
11:59:30	85223/85223	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:29:27%20GMT	http://clinico.creaws.com/home-alternative/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/home-alternative/index.html	(from http://clinico.creaws.com/)
11:59:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202015%2006:29:30%20GMT	http://clinico.creaws.com/services	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/services	(from http://clinico.creaws.com/)
11:59:34	54018/54018	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:29:31%20GMT	http://clinico.creaws.com/services/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/services/index.html	(from http://clinico.creaws.com/)
11:59:37	91961/91961	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:29:34%20GMT	http://clinico.creaws.com/?post_type=tribe_events	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/indexbb7f.html	(from http://clinico.creaws.com/)
11:59:52	94244/94244	---M--	200	added ('OK')	image/png	etag:%2217024-500e3bb0252ad%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/doc6-2xcu2qa1908wraay10qhog.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/doc6-2xcu2qa1908wraay10qhog.png	(from http://clinico.creaws.com/)
11:59:55	54882/54882	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:29:53%20GMT	http://clinico.creaws.com/news-4/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/news-4/index.html	(from http://clinico.creaws.com/)
11:59:56	246712/246712	---M--	200	added ('OK')	image/jpeg	etag:%223c3b8-5196598f5611a%22	http://clinico.creaws.com/wp-content/uploads/revslider/main_slider_wide/medical-slide-11.jpg	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/revslider/main_slider_wide/medical-slide-11.jpg	(from http://clinico.creaws.com/)
11:59:59	55066/55066	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:29:57%20GMT	http://clinico.creaws.com/news-3/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/news-3/index.html	(from http://clinico.creaws.com/)
12:00:01	270043/270043	---M--	200	added ('OK')	image/jpeg	etag:%2241edb-519659906b9d0%22	http://clinico.creaws.com/wp-content/uploads/revslider/main_slider_wide/medical-slide-21.jpg	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/revslider/main_slider_wide/medical-slide-21.jpg	(from http://clinico.creaws.com/)
12:00:03	55478/55478	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:01%20GMT	http://clinico.creaws.com/news-2/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/news-2/index.html	(from http://clinico.creaws.com/)
12:00:09	90247/90247	---M--	200	added ('OK')	image/png	etag:%2216087-500e3b39de205%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/doc5-2xcu2atnr0oqxbhpngzu9s.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/doc5-2xcu2atnr0oqxbhpngzu9s.png	(from http://clinico.creaws.com/)
12:00:09	312334/312334	---M--	200	added ('OK')	image/jpeg	etag:%224c40e-5196599160392%22	http://clinico.creaws.com/wp-content/uploads/revslider/main_slider_wide/medical-slide-3.jpg	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/revslider/main_slider_wide/medical-slide-3.jpg	(from http://clinico.creaws.com/)
12:00:12	58295/58295	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:09%20GMT	http://clinico.creaws.com/news/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/news/index.html	(from http://clinico.creaws.com/)
12:00:15	108748/108748	---M--	200	added ('OK')	image/png	etag:%221a8cc-500e3ac64ea10%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/doc4-2xcu1vmbxm6yng681nmi2o.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/doc4-2xcu1vmbxm6yng681nmi2o.png	(from http://clinico.creaws.com/)
12:00:15	80780/80780	---M--	200	added ('OK')	image/png	etag:%2213b8c-500e3a196711e%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/doc3-2xcu18r2sd6oumbjxzz5z4.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/doc3-2xcu18r2sd6oumbjxzz5z4.png	(from http://clinico.creaws.com/)
12:00:17	60400/60400	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:12%20GMT	http://clinico.creaws.com/news-large/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/news-large/index.html	(from http://clinico.creaws.com/)
12:00:18	61392/61392	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:15%20GMT	http://clinico.creaws.com/news-medium/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/news-medium/index.html	(from http://clinico.creaws.com/)
12:00:20	14660/14660	---M--	200	added ('OK')	image/jpeg	etag:%223944-500e3672610a3%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/doc21-2xctxscxqpi9ilcgmey134.jpg	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/doc21-2xctxscxqpi9ilcgmey134.jpg	(from http://clinico.creaws.com/)
12:00:20	64387/64387	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:17%20GMT	http://clinico.creaws.com/right-sidebar/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/right-sidebar/index.html	(from http://clinico.creaws.com/)
12:00:22	108018/108018	---M--	200	added ('OK')	image/png	etag:%221a5f2-500e3c84ed336%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/doc7-2xcu3iaqw93wi3rcx6ypkw.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/doc7-2xcu3iaqw93wi3rcx6ypkw.png	(from http://clinico.creaws.com/)
12:00:24	70339/70339	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:20%20GMT	http://clinico.creaws.com/left-sidbar/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/left-sidbar/index.html	(from http://clinico.creaws.com/)
12:00:25	73630/73630	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:20%20GMT	http://clinico.creaws.com/double-sidebars-3/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/double-sidebars-3/index.html	(from http://clinico.creaws.com/)
12:00:25	16398/16398	---M--	200	added ('OK')	image/jpeg	etag:%22400e-500e39ab2461f%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/Fotolia_53239300_Subscription_XXL1-2xctul0ha47ea2451783r4.jpg	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/Fotolia_53239300_Subscription_XXL1-2xctul0ha47ea2451783r4.jpg	(from http://clinico.creaws.com/)
12:00:25	1415/1415	---M--	200	added ('OK')	image/png	etag:%22587-50352f7340d8d%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/mail-2xk1lcm4e7ixomcg40jr40.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/mail-2xk1lcm4e7ixomcg40jr40.png	(from http://clinico.creaws.com/)
12:00:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202015%2006:30:25%20GMT	http://clinico.creaws.com/?p=102	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/indexc5eb.html	(from http://clinico.creaws.com/)
12:00:26	106881/106881	---M--	200	added ('OK')	image/png	etag:%221a181-500e3d119f882%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/doc8-2xcu40w7fjzrta8dxebr40.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/doc8-2xcu40w7fjzrta8dxebr40.png	(from http://clinico.creaws.com/)
12:00:26	3117/3117	---M--	200	added ('OK')	image/png	etag:%22c2d-500e42553e1ff%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/word-2xcu8usjoh18xplqsan7k0.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/word-2xcu8usjoh18xplqsan7k0.png	(from http://clinico.creaws.com/)
12:00:26	1979/1979	---M--	200	added ('OK')	image/png	etag:%227bb-500e425ef4c40%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/post-2xcu8uagbawhtim98twl4w.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/post-2xcu8uagbawhtim98twl4w.png	(from http://clinico.creaws.com/)
12:00:27	2931/2931	---M--	200	added ('OK')	image/jpeg	etag:%22b73-50844a40bb788%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/3-2xctq8pe6f1xbxw55feakg.jpg	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/3-2xctq8pe6f1xbxw55feakg.jpg	(from http://clinico.creaws.com/)
12:00:28	54133/54133	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:25%20GMT	http://clinico.creaws.com/locations/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/locations/index.html	(from http://clinico.creaws.com/)
12:00:28	2945/2945	---M--	200	added ('OK')	image/jpeg	etag:%22b81-50844a41275a0%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/Kozzi-young-scientist-working-in-laboratory-2387-X-1591-2xctqwbsdf9bt281ka5kao.jpg	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/Kozzi-young-scientist-working-in-laboratory-2387-X-1591-2xctqwbsdf9bt281ka5kao.jpg	(from http://clinico.creaws.com/)
12:00:29	52999/52999	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:25%20GMT	http://clinico.creaws.com/about-us/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/about-us/index.html	(from http://clinico.creaws.com/)
12:00:29	3156/3156	---M--	200	added ('OK')	image/jpeg	etag:%22c54-50844a4178e6e%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/Kozzi-young-scientist-working-in-laboratory-2387-X-1591_2-2xctqwku20bpd5psc0ivi8.jpg	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/Kozzi-young-scientist-working-in-laboratory-2387-X-1591_2-2xctqwku20bpd5psc0ivi8.jpg	(from http://clinico.creaws.com/)
12:00:30	54312/54312	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:26%20GMT	http://clinico.creaws.com/our-doctors/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/our-doctors/index.html	(from http://clinico.creaws.com/)
12:00:30	49495/49495	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:27%20GMT	http://clinico.creaws.com/full-width-page/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/full-width-page/index.html	(from http://clinico.creaws.com/)
12:00:30	2958/2958	---M--	200	added ('OK')	image/png	etag:%22b8e-500e4268cb244%22	http://clinico.creaws.com/wp-content/uploads/bfi_thumb/clock-2xcu8u1empu49f4ih3j9xc.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/uploads/bfi_thumb/clock-2xcu8u1empu49f4ih3j9xc.png	(from http://clinico.creaws.com/)
12:00:32	53290/53290	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:29%20GMT	http://clinico.creaws.com/page-with-sidebar/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/page-with-sidebar/index.html	(from http://clinico.creaws.com/)
12:00:32	600/600	---M--	200	added ('OK')	image/png	etag:%22258-4ffc9d591626e%22	http://clinico.creaws.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png	(from http://clinico.creaws.com/)
12:00:32	55590/55590	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:29%20GMT	http://clinico.creaws.com/double-sidebar-page/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/double-sidebar-page/index.html	(from http://clinico.creaws.com/)
12:00:33	43327/43327	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jul%202015%2006:30:30%20GMT	http://clinico.creaws.com/?page_id=553355	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/index6ad8.html	(from http://clinico.creaws.com/)
12:00:33	250/250	---M--	200	added ('OK')	image/png	etag:%22fa-4ffc9d55b4412%22	http://clinico.creaws.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/de.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/de.png	(from http://clinico.creaws.com/)
12:00:33	50041/50041	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:31%20GMT	http://clinico.creaws.com/pricing-tables/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/pricing-tables/index.html	(from http://clinico.creaws.com/)
12:00:34	268/268	---M--	200	added ('OK')	image/png	etag:%2210c-4ffc9d5612f7d%22	http://clinico.creaws.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/fr.png	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/fr.png	(from http://clinico.creaws.com/)
12:00:34	52511/52511	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:32%20GMT	http://clinico.creaws.com/accordion/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/accordion/index.html	(from http://clinico.creaws.com/)
12:00:35	757/757	---M-Z	200	added ('OK')	application/javascript	etag:%222f5-4fde46f418323-gzip%22	http://clinico.creaws.com/wp-includes/js/comment-reply.min.js?ver=4.2.3	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-includes/js/comment-reply.min9c92.js	(from http://clinico.creaws.com/)
12:00:36	44800/44800	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:34%20GMT	http://clinico.creaws.com/various-widgets/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/various-widgets/index.html	(from http://clinico.creaws.com/)
12:00:36	45884/45884	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202015%2006:30:34%20GMT	http://clinico.creaws.com/retina-ready-and-responsive/	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/retina-ready-and-responsive/index.html	(from http://clinico.creaws.com/)
12:00:36	15248/15248	---M-Z	200	added ('OK')	application/javascript	etag:%223b90-519657dc4c1d8-gzip%22	http://clinico.creaws.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20	D:/R%20&%20D/Dental%20Product/Clinico/clinico.creaws.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.mind03d.js	(from http://clinico.creaws.com/)
